FlightId,FlightNum,Airline,PassengerCount,Arrival,ScheduledDate,ScheduledTime,TerminalNum,Domestic
1003957,4676,Scandinavian Airlines,309673,Arrival,7/15/2023,09:37 PM,T7,Domestic
1003958,9421,Avianca,233231,Departure,12/22/2023,06:10 PM,T2,Domestic
1003959,6734,Philippine Airlines,25,Arrival,4/25/2023,01:22 AM,Imperial Terminal,Domestic
1003960,4561,Korean Air,49566,Departure,5/22/2023,02:04 PM,T4,International
1003961,6578,Philippine Airlines,390769,Arrival,8/7/2023,04:20 PM,T1,Domestic
1003962,5388,Aeroflot,14836,Arrival,9/20/2023,06:02 PM,T3,International
1003963,5498,Allegiant Air,476971,Departure,6/9/2023,01:20 AM,T4,Domestic
1003964,5395,Asiana Airlines,66834,Arrival,6/4/2023,03:55 PM,T4,International
1003965,5698,Asiana Airlines,7083,Departure,8/28/2023,09:49 PM,TBIT,Domestic
1003966,1965,Spirit Airlines,18533,Arrival,8/26/2023,12:39 AM,T7,International
1003967,9944,Air India,459053,Arrival,7/3/2023,04:52 PM,TBIT,International
1003968,6824,Asiana Airlines,91091,Departure,3/7/2023,01:38 PM,T8,Domestic
1003969,5920,Scandinavian Airlines,68159,Arrival,8/3/2023,09:35 PM,T5,International
1003970,5419,Fiji Airways,297209,Departure,9/29/2023,03:58 PM,T3,Domestic
1003971,9756,Cathay Pacific,379392,Departure,5/14/2023,02:19 PM,T1,Domestic
1003972,3523,Frontier Airlines,44521,Departure,10/4/2023,05:54 AM,T3,International
1003973,6940,Aeroflot,49277,Departure,10/21/2023,10:43 PM,Miscellaneous Terminal,Domestic
1003974,8176,Turkish Airlines,19781,Departure,10/30/2023,06:20 AM,T5,International
1003975,2614,Cathay Pacific,94062,Arrival,2/1/2023,01:32 AM,T7,International
1003976,6483,JetBlue Airways,23419,Arrival,8/17/2023,02:04 AM,T3,International
1003977,4759,EVA Air,220843,Departure,8/7/2023,12:43 AM,T3,Domestic
1003978,7451,Cathay Pacific,9858,Arrival,2/10/2023,07:36 AM,T6,International
1003979,3723,Saudia,302898,Arrival,4/1/2023,09:30 AM,T4,Domestic
1003980,2482,British Airways,284424,Arrival,9/28/2023,02:24 PM,T2,Domestic
1003981,5242,Qatar Airways,12223,Arrival,7/29/2023,04:04 AM,T5,International
1003982,1740,JetBlue Airways,4758,Departure,10/8/2023,08:49 PM,T6,International
1003983,5195,Singapore Airlines,363893,Departure,8/28/2023,09:52 PM,TBIT,International
1003984,4180,Saudia,145493,Departure,5/21/2023,12:51 AM,T2,International
1003985,3710,LATAM Airlines,5024,Departure,6/22/2023,05:51 PM,T4,International
1003986,8759,United Airlines,79836,Departure,1/18/2023,07:39 AM,T5,International
1003987,6632,Aeromexico,75949,Arrival,11/25/2023,01:13 AM,T7,Domestic
1003988,5313,British Airways,50,Arrival,8/30/2023,01:48 AM,Miscellaneous Terminal,Domestic
1003989,6038,Scandinavian Airlines,395023,Arrival,8/31/2023,09:48 AM,T1,Domestic
1003990,9759,Fiji Airways,632,Arrival,3/23/2023,03:40 AM,T6,International
1003991,5395,Finnair,100223,Arrival,8/2/2023,05:30 AM,Miscellaneous Terminal,Domestic
1003992,4027,Virgin Atlantic,100772,Arrival,4/30/2023,10:12 AM,T2,International
1003993,3763,Asiana Airlines,7078,Arrival,6/5/2023,03:13 AM,T5,International
1003994,5178,Southwest Airlines,29218,Arrival,7/26/2023,11:36 PM,T5,International
1003995,5181,Philippine Airlines,306,Departure,8/16/2023,03:00 PM,T1,International
1003996,3192,Swiss International Air Lines,216110,Departure,12/27/2023,12:13 AM,T6,Domestic
1003997,6229,United Airlines,111739,Departure,9/23/2023,06:36 AM,T8,Domestic
1003998,3426,Alaska Airlines,6208,Departure,8/8/2023,06:51 PM,TBIT,Domestic
1003999,8780,Qatar Airways,19726,Arrival,10/7/2023,04:14 PM,T3,International
1004000,2653,China Airlines,182653,Departure,7/6/2023,05:05 PM,T6,Domestic
1004001,2939,Virgin Atlantic,374,Departure,8/3/2023,12:12 PM,T5,International
1004002,9263,Air New Zealand,211465,Departure,9/15/2023,09:02 AM,T2,International
1004003,1043,American Airlines,167421,Departure,11/6/2023,02:20 PM,T5,Domestic
1004004,5797,Korean Air,93558,Departure,11/8/2023,01:29 AM,T2,Domestic
1004005,5831,British Airways,3501,Departure,4/9/2023,10:46 PM,T8,International
1004006,3591,Aeroflot,156751,Arrival,4/9/2023,05:32 AM,T3,Domestic
1004007,2416,Swiss International Air Lines,12615,Departure,6/13/2023,07:56 PM,T8,International
1004008,7439,Air France,109063,Arrival,6/7/2023,01:18 AM,T8,Domestic
1004009,6418,Singapore Airlines,243781,Departure,6/25/2023,05:46 PM,T6,Domestic
1004010,7713,Allegiant Air,9,Arrival,8/11/2023,11:10 AM,Miscellaneous Terminal,International
1004011,3643,Copa Airlines,43720,Arrival,7/16/2023,12:06 AM,T7,International
1004012,1027,Philippine Airlines,3022,Arrival,7/31/2023,07:52 AM,T6,International
1004013,9346,Iberia,3279,Departure,6/18/2023,10:40 PM,T8,International
1004014,8048,Finnair,203062,Departure,11/29/2023,10:31 AM,T2,International
1004015,4569,Hawaiian Airlines,36807,Arrival,8/7/2023,02:33 PM,T4,International
1004016,6370,British Airways,63788,Arrival,8/4/2023,06:15 AM,T6,International
1004017,3195,Lufthansa,55265,Departure,6/2/2023,02:29 PM,T3,International
1004018,6051,Avianca,306081,Arrival,7/14/2023,04:54 PM,T7,Domestic
1004019,7347,Thai Airways,286693,Arrival,12/4/2023,06:59 AM,T7,Domestic
1004020,1635,Qatar Airways,76406,Departure,5/16/2023,03:24 AM,T4,International
1004021,7036,Korean Air,4630,Arrival,12/2/2023,10:36 AM,T4,International
1004022,6651,El Al,16676,Arrival,4/12/2023,05:32 AM,T5,International
1004023,6713,Volaris,227316,Departure,6/23/2023,11:23 AM,T5,Domestic
1004024,3136,Frontier Airlines,134164,Arrival,9/13/2023,11:41 AM,T2,International
1004025,8585,Turkish Airlines,250822,Departure,1/17/2023,07:02 PM,T3,Domestic
1004026,4760,Alaska Airlines,267529,Departure,3/7/2023,03:52 PM,T3,Domestic
1004027,3416,Finnair,67833,Arrival,5/13/2023,02:39 PM,T5,International
1004028,5535,Thai Airways,107935,Arrival,9/11/2023,05:28 PM,Miscellaneous Terminal,Domestic
1004029,9549,Air Canada,34105,Departure,11/14/2023,11:33 PM,T7,International
1004030,1600,Finnair,81317,Departure,10/16/2023,02:56 AM,T6,International
1004031,3349,Air Canada,126028,Arrival,4/5/2023,08:26 AM,Miscellaneous Terminal,Domestic
1004032,8415,Philippine Airlines,338420,Departure,2/17/2023,10:48 PM,T3,Domestic
1004033,4144,Avianca,20608,Departure,6/28/2023,01:39 PM,TBIT,Domestic
1004034,5368,Japan Airlines,5648,Departure,12/29/2023,12:28 PM,T6,International
1004035,7377,Lufthansa,253283,Arrival,4/26/2023,02:16 PM,T2,International
1004036,4848,Asiana Airlines,80330,Departure,12/15/2023,02:47 AM,T3,International
1004037,4590,Norwegian Air Shuttle,343535,Arrival,3/23/2023,02:26 PM,T4,Domestic
1004038,6502,Norwegian Air Shuttle,9,Departure,9/24/2023,12:52 PM,TBIT,Domestic
1004039,1396,Saudia,341132,Arrival,12/18/2023,07:14 AM,T4,Domestic
1004040,6491,LATAM Airlines,7449,Arrival,5/6/2023,04:49 AM,TBIT,Domestic
1004041,4821,Air France,59121,Arrival,10/30/2023,05:06 AM,T4,International
1004042,3193,Scandinavian Airlines,3233,Departure,4/14/2023,01:38 PM,T5,International
1004043,3678,Korean Air,31655,Arrival,10/11/2023,07:50 PM,T5,International
1004044,9944,China Airlines,19669,Arrival,7/1/2023,11:21 PM,T5,International
1004045,3567,Philippine Airlines,149699,Departure,6/14/2023,05:33 PM,T7,Domestic
1004046,9041,Scandinavian Airlines,13165,Arrival,1/29/2023,03:36 PM,T6,International
1004047,2138,Swiss International Air Lines,128320,Arrival,1/2/2023,10:06 AM,Miscellaneous Terminal,Domestic
1004048,8610,Aeromexico,160286,Departure,6/15/2023,05:53 PM,T2,International
1004049,8405,Aeromexico,147175,Departure,11/28/2023,05:53 PM,T8,Domestic
1004050,6726,TAP Air Portugal,262667,Departure,4/29/2023,12:27 AM,TBIT,International
1004051,8755,China Airlines,235539,Arrival,8/30/2023,01:01 PM,T7,Domestic
1004052,3029,Aeromexico,352988,Arrival,1/11/2023,06:19 AM,T4,Domestic
1004053,6420,Delta Air Lines,232946,Departure,5/7/2023,09:35 AM,T5,Domestic
1004054,1377,JetBlue Airways,3495,Arrival,3/19/2023,08:04 AM,T6,International
1004055,5013,Iberia,12333,Arrival,2/9/2023,12:51 PM,T6,International
1004056,9746,Norwegian Air Shuttle,106319,Arrival,3/8/2023,12:59 AM,T8,Domestic
1004057,7586,Asiana Airlines,60167,Arrival,8/23/2023,02:04 PM,T6,International
1004058,8867,Japan Airlines,4997,Departure,10/10/2023,06:01 PM,T8,International
1004059,5903,LATAM Airlines,143616,Departure,12/8/2023,07:14 AM,T8,Domestic
1004060,8066,Turkish Airlines,7798,Departure,1/3/2023,09:43 PM,T8,International
1004061,3063,Frontier Airlines,156029,Arrival,1/14/2023,01:59 PM,T8,Domestic
1004062,4597,Scandinavian Airlines,339048,Arrival,12/21/2023,10:05 PM,T3,Domestic
1004063,3713,Frontier Airlines,7868,Arrival,6/7/2023,02:13 PM,T5,International
1004064,9681,Iberia,61693,Departure,10/18/2023,03:47 AM,T3,International
1004065,4201,Airlines,347209,Departure,5/10/2023,02:35 AM,T1,Domestic
1004066,8499,JetBlue Airways,414965,Departure,1/27/2023,07:51 PM,T1,Domestic
1004067,2558,Scandinavian Airlines,156099,Arrival,7/18/2023,03:06 PM,T5,Domestic
1004068,7051,WestJet,201351,Departure,8/1/2023,07:44 PM,T3,Domestic
1004069,6127,Allegiant Air,36015,Arrival,10/21/2023,06:16 PM,T7,International
1004070,6833,LATAM Airlines,40968,Departure,11/7/2023,05:34 PM,T7,International
1004071,1378,Lufthansa,244105,Arrival,2/6/2023,09:00 PM,T6,Domestic
1004072,9555,Saudia,431072,Arrival,11/4/2023,03:18 PM,T4,Domestic
1004073,3472,Southwest Airlines,79132,Departure,10/26/2023,06:23 AM,T6,International
1004074,3112,Turkish Airlines,363367,Departure,9/14/2023,09:15 PM,T4,Domestic
1004075,3893,Lufthansa,86452,Departure,5/25/2023,09:26 PM,Miscellaneous Terminal,Domestic
1004076,1944,Air New Zealand,397301,Departure,2/18/2023,01:26 AM,T1,Domestic
1004077,3963,Air India,297564,Arrival,8/6/2023,11:46 PM,T7,Domestic
1004078,6889,Air Canada,116740,Arrival,5/9/2023,04:12 PM,T7,Domestic
1004079,1867,Lufthansa,33,Departure,7/18/2023,09:58 AM,Imperial Terminal,Domestic
1004080,5303,Cathay Pacific,337764,Arrival,9/24/2023,08:11 AM,TBIT,International
1004081,4308,Allegiant Air,137465,Arrival,1/5/2023,06:09 PM,T2,International
1004082,1453,Volaris,32135,Departure,5/31/2023,06:03 PM,T7,International
1004083,4834,Aeromexico,396418,Arrival,12/21/2023,10:00 PM,T4,Domestic
1004084,1783,Cathay Pacific,189822,Arrival,6/28/2023,08:46 PM,T2,International
1004085,4074,Saudia,281527,Arrival,5/1/2023,01:22 AM,T6,Domestic
1004086,6469,Air India,20,Departure,9/7/2023,06:39 AM,Miscellaneous Terminal,Domestic
1004087,8374,El Al,143,Departure,4/19/2023,05:47 AM,Imperial Terminal,Domestic
1004088,1646,Copa Airlines,425854,Departure,7/3/2023,07:31 AM,T1,Domestic
1004089,3987,TAP Air Portugal,122887,Arrival,10/14/2023,09:08 AM,Miscellaneous Terminal,Domestic
1004090,8428,Cathay Pacific,76661,Arrival,10/16/2023,08:44 PM,T2,International
1004091,5898,Southwest Airlines,20911,Arrival,4/19/2023,01:42 AM,T4,International
1004092,4760,EVA Air,7797,Departure,5/17/2023,09:49 PM,T8,International
1004093,6438,Etihad Airways,7941,Departure,4/20/2023,01:05 PM,T8,International
1004094,3371,American Airlines,307828,Arrival,5/17/2023,10:55 PM,T5,Domestic
1004095,8885,JetBlue Airways,2560,Arrival,3/10/2023,07:43 AM,TBIT,Domestic
1004096,9518,Avianca,235748,Arrival,5/5/2023,10:47 PM,T6,Domestic
1004097,1781,Spirit Airlines,43582,Departure,12/6/2023,01:40 PM,T4,International
1004098,8721,Swiss International Air Lines,7,Arrival,11/9/2023,08:48 AM,Miscellaneous Terminal,International
1004099,6459,Air France,63694,Departure,5/18/2023,08:51 PM,T4,International
1004100,2312,Thai Airways,167974,Arrival,9/13/2023,12:56 AM,T8,Domestic
1004101,9393,Copa Airlines,48809,Arrival,4/28/2023,08:47 PM,T6,International
1004102,4215,United Airlines,32629,Departure,7/12/2023,11:06 AM,T2,Domestic
1004103,2230,Copa Airlines,60226,Departure,1/18/2023,08:48 AM,T7,International
1004104,1128,Volaris,369683,Departure,8/22/2023,12:11 AM,TBIT,International
1004105,6352,Qantas,127353,Departure,5/9/2023,06:04 AM,T8,Domestic
1004106,4863,Norwegian Air Shuttle,52820,Departure,6/23/2023,11:13 PM,T3,International
1004107,3340,Norwegian Air Shuttle,211470,Arrival,4/19/2023,07:10 AM,T6,Domestic
1004108,7492,Air India,143662,Arrival,9/3/2023,05:41 AM,T8,Domestic
1004109,9047,Aeromexico,353237,Arrival,6/10/2023,01:47 PM,TBIT,International
1004110,5590,Scandinavian Airlines,72383,Departure,9/22/2023,05:44 PM,T6,International
1004111,3744,Airlines,61556,Departure,5/22/2023,07:46 PM,T3,International
1004112,6035,United Airlines,3724,Arrival,9/13/2023,05:49 AM,T5,International
1004113,8963,Hawaiian Airlines,181092,Departure,5/8/2023,12:22 PM,T3,Domestic
1004114,5713,Japan Airlines,756293,Departure,10/21/2023,09:38 PM,TBIT,International
1004115,6848,Air France,153,Arrival,8/13/2023,09:47 AM,Miscellaneous Terminal,Domestic
1004116,4166,WestJet,8590,Departure,11/22/2023,04:36 PM,T6,International
1004117,9390,Allegiant Air,3164,Departure,4/28/2023,12:54 PM,TBIT,Domestic
1004118,2682,Qatar Airways,32564,Arrival,10/27/2023,03:25 PM,T3,International
1004119,7770,Spirit Airlines,298877,Arrival,8/28/2023,05:40 PM,T4,Domestic
1004120,2914,Singapore Airlines,326752,Arrival,5/11/2023,04:45 PM,T3,Domestic
1004121,3849,Qatar Airways,63535,Arrival,3/8/2023,05:34 PM,T5,International
1004122,7585,Aeromexico,105009,Arrival,1/29/2023,02:34 PM,T2,International
1004123,7634,Philippine Airlines,63326,Arrival,10/2/2023,09:23 PM,T7,International
1004124,3826,British Airways,354639,Departure,12/4/2023,03:17 AM,T5,Domestic
1004125,8547,Qantas,8449,Departure,8/24/2023,06:37 PM,T8,International
1004126,5758,JetBlue Airways,413813,Departure,2/26/2023,06:42 AM,T5,Domestic
1004127,3536,EVA Air,3565,Arrival,1/17/2023,07:35 AM,T8,International
1004128,1915,Alaska Airlines,371189,Arrival,2/20/2023,10:48 PM,T1,Domestic
1004129,4287,Delta Air Lines,113067,Departure,6/14/2023,03:01 AM,T4,Domestic
1004130,3477,EVA Air,2953,Arrival,6/4/2023,10:54 PM,Miscellaneous Terminal,Domestic
1004131,1012,Delta Air Lines,3212,Departure,6/17/2023,04:30 PM,Miscellaneous Terminal,Domestic
1004132,3039,Korean Air,287854,Departure,12/23/2023,09:02 PM,T6,Domestic
1004133,9877,Fiji Airways,12226,Arrival,2/9/2023,12:42 AM,T5,International
1004134,2085,Airlines,5887,Arrival,12/1/2023,09:43 PM,Miscellaneous Terminal,International
1004135,8132,United Airlines,103489,Arrival,12/12/2023,08:57 AM,T8,Domestic
1004136,3779,Air India,123058,Departure,9/17/2023,07:48 PM,T8,Domestic
1004137,5201,Frontier Airlines,225102,Arrival,12/13/2023,10:23 PM,T7,Domestic
1004138,4147,Volaris,482280,Arrival,7/17/2023,03:05 AM,TBIT,International
1004139,6604,Delta Air Lines,364016,Arrival,8/26/2023,08:05 PM,T6,Domestic
1004140,5828,Singapore Airlines,259507,Departure,9/1/2023,03:30 AM,T6,Domestic
1004141,9850,Hawaiian Airlines,366410,Arrival,12/2/2023,09:20 AM,T1,Domestic
1004142,1142,Volaris,120,Departure,9/9/2023,03:04 PM,Miscellaneous Terminal,Domestic
1004143,1612,TAP Air Portugal,381741,Departure,7/8/2023,11:25 PM,TBIT,International
1004144,1123,Virgin Atlantic,29328,Arrival,10/7/2023,09:17 AM,T5,International
1004145,7358,Air France,39996,Departure,1/16/2023,03:04 PM,T7,International
1004146,2990,American Airlines,561,Departure,5/26/2023,12:24 PM,T1,International
1004147,5457,Alitalia,29237,Departure,2/7/2023,02:23 AM,T5,International
1004148,7523,Virgin Atlantic,157890,Arrival,1/21/2023,05:36 PM,T7,Domestic
1004149,6894,Philippine Airlines,143695,Arrival,10/23/2023,12:47 PM,T8,Domestic
1004150,6224,Air China,4615,Departure,5/18/2023,09:01 AM,T8,International
1004151,2463,Saudia,3110,Arrival,12/24/2023,11:20 PM,T8,International
1004152,9545,Swiss International Air Lines,472675,Departure,7/29/2023,05:22 AM,T1,Domestic
1004153,4479,Aeromexico,347984,Arrival,9/12/2023,09:17 PM,T1,Domestic
1004154,7944,Lufthansa,292,Departure,4/21/2023,04:28 AM,Imperial Terminal,Domestic
1004155,6996,Cathay Pacific,426571,Arrival,10/31/2023,02:25 AM,T4,Domestic
1004156,9856,United Airlines,7016,Arrival,5/26/2023,12:04 AM,TBIT,Domestic
1004157,5655,Aeromexico,44551,Arrival,12/31/2023,09:42 AM,T4,International
1004158,9770,Lufthansa,33022,Arrival,2/5/2023,08:30 PM,T7,International
1004159,1949,Frontier Airlines,21501,Departure,8/1/2023,06:05 AM,T5,International
1004160,1471,Swiss International Air Lines,1304,Departure,10/30/2023,07:44 AM,TBIT,Domestic
1004161,7821,Asiana Airlines,15704,Departure,9/19/2023,05:45 AM,T5,International
1004162,4903,Air New Zealand,350093,Departure,1/5/2023,07:38 PM,T4,Domestic
1004163,1444,Etihad Airways,427937,Departure,3/7/2023,11:49 PM,T1,Domestic
1004164,4344,LATAM Airlines,83989,Arrival,4/11/2023,06:02 PM,Miscellaneous Terminal,Domestic
1004165,2360,Thai Airways,118142,Departure,8/15/2023,09:16 AM,Miscellaneous Terminal,Domestic
1004166,4040,Norwegian Air Shuttle,278,Departure,9/17/2023,11:20 AM,Miscellaneous Terminal,Domestic
1004167,9086,Qantas,393077,Departure,5/22/2023,09:11 PM,T1,Domestic
1004168,4894,China Airlines,28789,Arrival,7/29/2023,01:25 AM,T5,International
1004169,5056,Alaska Airlines,298378,Arrival,11/17/2023,02:26 PM,T7,Domestic
1004170,7356,Swiss International Air Lines,8183,Arrival,9/21/2023,04:17 AM,T6,International
1004171,5597,Airlines,219531,Arrival,11/25/2023,09:29 PM,T2,International
1004172,7243,Saudia,263352,Arrival,2/3/2023,12:53 PM,T5,Domestic
1004173,2230,El Al,190187,Departure,7/13/2023,07:10 AM,T2,International
1004174,9955,Swiss International Air Lines,192850,Arrival,1/22/2023,10:49 AM,T2,International
1004175,1244,United Airlines,3590,Departure,4/11/2023,11:19 AM,T6,International
1004176,1428,LATAM Airlines,333,Departure,4/20/2023,02:30 AM,T1,International
1004177,4512,Air Canada,78873,Departure,11/28/2023,02:52 AM,Miscellaneous Terminal,Domestic
1004178,7217,TAP Air Portugal,228992,Arrival,1/31/2023,11:38 AM,T3,Domestic
1004179,7078,JetBlue Airways,49805,Departure,10/6/2023,02:53 PM,T4,International
1004180,6603,Iberia,42209,Departure,2/1/2023,09:49 AM,T5,International
1004181,5122,Copa Airlines,2535,Departure,7/22/2023,06:28 PM,T8,International
1004182,3232,Fiji Airways,18090,Arrival,2/10/2023,02:15 PM,T7,International
1004183,9641,JetBlue Airways,116749,Departure,11/5/2023,10:30 AM,T8,Domestic
1004184,7314,Allegiant Air,413534,Departure,7/3/2023,06:17 AM,T4,Domestic
1004185,3086,LATAM Airlines,198128,Arrival,8/6/2023,12:47 AM,T2,International
1004186,4089,Qantas,15450,Arrival,8/21/2023,06:11 AM,T5,International
1004187,1441,Fiji Airways,8781,Departure,6/17/2023,10:10 AM,T8,International
1004188,8222,Air India,473113,Departure,5/3/2023,04:26 AM,TBIT,International
1004189,5857,TAP Air Portugal,134076,Departure,7/17/2023,07:36 PM,T6,International
1004190,6132,Air China,237382,Arrival,7/27/2023,10:28 AM,T5,Domestic
1004191,4223,Air Canada,7582,Arrival,2/11/2023,12:16 AM,T4,International
1004192,3320,Volaris,128049,Arrival,4/16/2023,12:55 PM,T8,Domestic
1004193,6401,Airlines,138519,Arrival,6/4/2023,11:34 AM,T8,Domestic
1004194,4406,WestJet,7235,Arrival,4/3/2023,12:22 PM,TBIT,Domestic
1004195,3764,Frontier Airlines,6368,Arrival,11/22/2023,07:22 PM,TBIT,Domestic
1004196,9515,Delta Air Lines,30456,Departure,6/1/2023,04:38 PM,T5,International
1004197,3916,Aeroflot,410940,Arrival,10/16/2023,04:29 PM,TBIT,International
1004198,3441,Emirates,209391,Arrival,8/25/2023,06:07 PM,T3,Domestic
1004199,9692,Saudia,69988,Departure,3/1/2023,03:10 AM,T6,International
1004200,2666,Fiji Airways,8,Departure,10/30/2023,11:21 PM,Miscellaneous Terminal,International
1004201,7026,Scandinavian Airlines,255800,Departure,7/13/2023,11:09 AM,T6,Domestic
1004202,1204,Air Canada,0,Arrival,7/6/2023,09:32 AM,T3,International
1004203,8615,Virgin Atlantic,68324,Arrival,1/17/2023,02:22 PM,T7,International
1004204,2606,Alitalia,238217,Arrival,8/31/2023,03:19 PM,T6,Domestic
1004205,1441,Qantas,406204,Arrival,10/3/2023,06:45 AM,T1,Domestic
1004206,9515,Philippine Airlines,183561,Departure,1/21/2023,03:29 PM,T2,Domestic
1004207,4678,Air New Zealand,594,Departure,3/7/2023,02:30 PM,T4,International
1004208,8402,JetBlue Airways,100715,Departure,9/25/2023,12:24 AM,Miscellaneous Terminal,Domestic
1004209,8813,Korean Air,59071,Arrival,11/26/2023,08:54 AM,T7,International
1004210,1477,TAP Air Portugal,326742,Departure,2/8/2023,01:46 PM,T7,Domestic
1004211,9495,American Airlines,48278,Arrival,1/31/2023,08:14 PM,T4,International
1004212,2156,Finnair,29875,Departure,4/5/2023,11:57 PM,T2,Domestic
1004213,6745,Southwest Airlines,8467,Arrival,1/23/2023,05:34 PM,T5,International
1004214,3502,Volaris,59460,Arrival,6/9/2023,03:50 PM,T5,International
1004215,4315,El Al,529494,Arrival,7/2/2023,03:31 AM,TBIT,International
1004216,9892,Fiji Airways,6854,Arrival,9/7/2023,11:44 AM,T8,International
1004217,7688,Virgin Atlantic,20845,Arrival,1/23/2023,07:12 PM,T5,International
1004218,8338,Hawaiian Airlines,31177,Departure,9/2/2023,12:46 AM,T2,Domestic
1004219,2171,Scandinavian Airlines,792,Arrival,5/7/2023,05:33 AM,Miscellaneous Terminal,Domestic
1004220,5728,Volaris,202139,Departure,7/10/2023,02:48 AM,T2,International
1004221,8769,Hawaiian Airlines,382492,Departure,3/21/2023,10:31 PM,TBIT,International
1004222,1071,Virgin Atlantic,10830,Arrival,9/24/2023,05:03 PM,T2,Domestic
1004223,8725,Swiss International Air Lines,390,Departure,8/12/2023,05:10 AM,T7,International
1004224,8313,Japan Airlines,195645,Departure,11/7/2023,09:45 AM,T8,Domestic
1004225,3437,Hawaiian Airlines,380670,Arrival,9/19/2023,02:11 PM,T1,Domestic
1004226,2478,Allegiant Air,47,Departure,8/28/2023,02:19 AM,Imperial Terminal,Domestic
1004227,6497,Finnair,28558,Departure,5/16/2023,02:16 AM,TBIT,Domestic
1004228,3717,JetBlue Airways,279060,Departure,3/2/2023,09:36 PM,T7,Domestic
1004229,7159,Thai Airways,242408,Departure,8/18/2023,03:23 AM,T3,Domestic
1004230,2263,Spirit Airlines,266711,Arrival,4/14/2023,05:15 PM,T6,Domestic
1004231,6156,Norwegian Air Shuttle,235356,Arrival,3/30/2023,05:18 PM,T3,Domestic
1004232,9339,TAP Air Portugal,2104,Arrival,12/8/2023,05:03 AM,T8,International
1004233,2328,JetBlue Airways,189425,Departure,1/28/2023,06:19 AM,T2,International
1004234,5616,Swiss International Air Lines,400349,Departure,2/20/2023,06:19 PM,T1,Domestic
1004235,8625,TAP Air Portugal,22385,Departure,3/2/2023,04:43 AM,T2,Domestic
1004236,5131,Avianca,283499,Arrival,5/29/2023,06:35 PM,T7,Domestic
1004237,4942,Air New Zealand,343448,Departure,9/20/2023,08:10 PM,TBIT,International
1004238,7302,Hawaiian Airlines,192558,Departure,8/22/2023,05:42 AM,T8,Domestic
1004239,5788,Allegiant Air,254019,Departure,12/18/2023,12:44 AM,T3,Domestic
1004240,4405,Scandinavian Airlines,153777,Departure,11/28/2023,04:28 AM,T8,Domestic
1004241,8619,United Airlines,429669,Arrival,10/27/2023,07:21 AM,T1,Domestic
1004242,4943,El Al,381757,Arrival,9/2/2023,05:17 PM,T5,Domestic
1004243,6718,Iberia,159,Arrival,4/24/2023,08:15 PM,Imperial Terminal,Domestic
1004244,2759,Airlines,40280,Departure,2/23/2023,07:38 AM,T7,International
1004245,7949,WestJet,162928,Departure,4/23/2023,03:07 PM,T3,Domestic
1004246,6466,Saudia,132960,Departure,4/22/2023,12:08 PM,T5,Domestic
1004247,5457,Swiss International Air Lines,383371,Departure,12/18/2023,08:58 PM,T4,Domestic
1004248,9221,Swiss International Air Lines,49518,Departure,10/2/2023,02:22 AM,T4,International
1004249,5271,Asiana Airlines,206400,Arrival,12/18/2023,12:16 AM,T2,International
1004250,5755,Qantas,25626,Arrival,8/1/2023,03:03 PM,T4,International
1004251,3559,Saudia,412089,Arrival,8/20/2023,01:31 AM,T4,Domestic
1004252,1510,WestJet,252902,Arrival,9/1/2023,05:33 PM,T7,Domestic
1004253,5461,Etihad Airways,52469,Departure,7/22/2023,06:19 PM,T3,International
1004254,5359,Turkish Airlines,369370,Departure,12/24/2023,04:07 PM,T4,Domestic
1004255,8798,Iberia,239806,Departure,11/28/2023,12:52 AM,T2,Domestic
1004256,5452,Turkish Airlines,4201,Arrival,10/6/2023,08:14 AM,Miscellaneous Terminal,International
1004257,7444,Airlines,5230,Arrival,1/11/2023,06:55 PM,T8,International
1004258,4774,Virgin Atlantic,50365,Departure,5/5/2023,12:29 PM,T4,International
1004259,7668,Lufthansa,157463,Arrival,7/14/2023,08:16 PM,T8,Domestic
1004260,1965,Asiana Airlines,124454,Departure,6/30/2023,01:04 PM,T8,Domestic
1004261,7750,Iberia,26613,Departure,1/29/2023,12:21 PM,T7,International
1004262,5200,Air India,77235,Departure,1/4/2023,03:41 AM,T6,International
1004263,1563,Air India,1990,Arrival,1/14/2023,11:17 PM,T6,International
1004264,2705,Air India,342864,Departure,3/31/2023,03:10 AM,T2,Domestic
1004265,4570,Allegiant Air,19381,Departure,4/29/2023,03:40 AM,T6,International
1004266,2858,Lufthansa,98255,Arrival,11/6/2023,10:23 AM,T8,Domestic
1004267,7821,Saudia,9389,Departure,3/12/2023,04:59 PM,TBIT,Domestic
1004268,4411,Spirit Airlines,411376,Departure,6/15/2023,05:39 AM,T1,Domestic
1004269,2466,Frontier Airlines,188183,Arrival,2/6/2023,03:47 PM,T2,International
1004270,3953,Emirates,20663,Arrival,1/29/2023,08:26 AM,T3,International
1004271,6122,Hawaiian Airlines,111309,Departure,11/23/2023,04:45 PM,T8,Domestic
1004272,8248,Scandinavian Airlines,1785,Arrival,9/2/2023,12:24 PM,T8,International
1004273,5097,British Airways,204714,Arrival,3/31/2023,08:01 PM,T5,Domestic
1004274,7079,Aeromexico,338872,Arrival,10/24/2023,01:43 PM,T5,Domestic
1004275,5097,China Airlines,377784,Departure,4/9/2023,02:30 AM,T1,Domestic
1004276,1912,Saudia,453595,Departure,12/31/2023,03:50 PM,T5,Domestic
