FlightId,FlightNum,Airline,PassengerCount,Departure,ScheduledDate,ScheduledTime,Terminal,PlaneId,International,Destination
1004007,8329,Volaris,12615,1,2023-04-04,03:21 PM,T8,PL67,1,Guinea
1004008,2671,Iberia,109063,0,2023-01-30,03:56 PM,T8,PL176,0,Detroit
1004009,6283,Finnair,243781,1,2023-10-28,08:20 PM,T6,PL129,0,Detroit
1004010,6560,EVA Air,9,0,2023-10-11,04:16 AM,Miscellaneous,PL120,1,Madagascar
1004011,5775,Aeromexico,43720,0,2023-01-30,06:33 AM,T7,PL135,1,Qatar
1004012,9152,British Airways,3022,0,2023-08-31,08:55 PM,T6,PL196,1,Marshall Islands
1004013,5866,Avianca,3279,1,2023-08-02,12:15 PM,T8,PL156,1,Dominican Republic
1004014,6228,Thai Airways,203062,1,2023-01-27,08:11 AM,T2,PL121,1,Kiribati
1004015,7323,Avianca,36807,0,2023-11-10,09:45 AM,T4,PL145,1,Palau
1004016,5560,Singapore Airlines,63788,0,2023-04-17,02:56 AM,T6,PL193,1,Jordan
1004017,5749,Finnair,55265,1,2023-07-25,12:35 AM,T3,PL108,1,Lebanon
1004018,3168,EVA Air,306081,0,2023-12-08,09:35 AM,T7,PL131,0,Philadelphia
1004019,6260,TAP Air Portugal,286693,0,2023-02-17,06:07 PM,T7,PL180,0,Brownsville
1004020,7694,British Airways,76406,1,2023-07-14,06:22 AM,T4,PL161,1,Rwanda
1004021,2541,JetBlue Airways,4630,0,2023-03-12,04:29 PM,T4,PL83,1,Colombia
1004022,9914,Singapore Airlines,16676,0,2023-06-27,02:55 AM,T5,PL102,1,Comoros
1004023,2915,Alaska Airlines,227316,1,2023-04-15,06:50 AM,T5,PL113,0,Boston
1004024,2901,Volaris,134164,0,2023-12-25,04:47 AM,T2,PL196,1,Colombia
1004025,3806,Virgin Atlantic,250822,1,2023-03-19,04:19 AM,T3,PL99,0,Durham
1004026,5458,Frontier Airlines,267529,1,2023-05-01,05:43 PM,T3,PL106,0,Mobile
1004027,9610,JetBlue Airways,67833,0,2023-04-09,07:36 AM,T5,PL176,1,Kyrgyzstan
1004028,6291,Iberia,107935,0,2023-12-12,05:09 AM,Miscellaneous,PL1,0,Cincinnati
1004029,7956,Saudia,34105,1,2023-07-22,12:48 AM,T7,PL147,1,Eswatini
1004030,2753,Copa Airlines,81317,1,2023-06-16,04:13 AM,T6,PL176,1,Gambia
1004031,5841,Philippine Airlines,126028,0,2023-06-26,12:08 AM,Miscellaneous,PL71,0,Chesapeake
1004032,5629,Iberia,338420,1,2023-08-24,08:41 AM,T3,PL49,0,Tampa
1004033,5357,Scandinavian Airlines,20608,1,2023-10-22,07:15 AM,TBIT,PL151,0,San Jose
1004034,1996,Aeroflot,5648,1,2023-09-07,09:42 PM,T6,PL31,1,Guatemala
1004035,4213,Thai Airways,253283,0,2023-11-15,01:50 PM,T2,PL137,1,Antigua and Barbuda
1004036,5174,Saudia,80330,1,2023-12-12,04:35 PM,T3,PL42,1,Japan
1004037,3982,Copa Airlines,343535,0,2023-04-30,07:22 AM,T4,PL59,0,Rancho Cucamonga
1004038,4670,Lufthansa,9,1,2023-04-16,12:48 PM,TBIT,PL32,0,Gilbert
1004039,4700,Copa Airlines,341132,0,2023-02-20,07:29 PM,T4,PL34,0,Mesa
1004040,3934,Southwest Airlines,7449,0,2023-05-17,06:28 AM,TBIT,PL32,0,Glendale
1004041,4977,Aeromexico,59121,0,2023-09-12,09:41 PM,T4,PL46,1,Fiji
1004042,1238,Norwegian Air Shuttle,3233,1,2023-05-29,11:54 AM,T5,PL15,1,Australia
1004043,6094,Copa Airlines,31655,0,2023-07-21,04:19 PM,T5,PL111,1,Djibouti
1004044,1622,Allegiant Air,19669,0,2023-09-24,12:34 PM,T5,PL22,1,Ethiopia
1004045,5313,Air Canada,149699,1,2023-11-30,03:29 AM,T7,PL126,0,Montgomery
1004046,4262,Emirates,13165,0,2023-03-01,10:07 AM,T6,PL29,1,Chad
1004047,5074,Air New Zealand,128320,0,2023-12-01,03:45 PM,Miscellaneous,PL113,0,Providence
1004048,7886,Swiss International Air Lines,160286,1,2023-12-24,01:57 PM,T2,PL105,1,Djibouti
1004049,9298,TAP Air Portugal,147175,1,2023-05-22,10:11 AM,T8,PL3,0,Buffalo
1004050,4701,Frontier Airlines,262667,1,2023-02-28,02:39 AM,TBIT,PL159,1,Bangladesh
1004051,8203,Aeroflot,235539,0,2023-10-14,06:18 AM,T7,PL176,0,Memphis
1004052,5205,Air France,352988,0,2023-03-24,11:37 PM,T4,PL66,0,Portland
1004053,3098,Fiji Airways,232946,1,2023-07-19,02:29 AM,T5,PL41,0,Augusta
1004054,1095,Lufthansa,3495,0,2023-09-18,07:35 AM,T6,PL83,1,Indonesia
1004055,6284,Saudia,12333,0,2023-03-10,01:26 PM,T6,PL102,1,Nepal
1004056,9259,Air India,106319,0,2023-06-12,08:32 AM,T8,PL77,0,Knoxville
1004057,3567,Air China,60167,0,2023-08-13,10:27 AM,T6,PL168,1,Nigeria
1004058,8357,China Airlines,4997,1,2023-07-16,09:44 PM,T8,PL195,1,Mauritania
1004059,9949,Singapore Airlines,143616,1,2023-09-25,08:57 PM,T8,PL135,0,Colorado Springs
1004060,8418,Scandinavian Airlines,7798,1,2023-05-29,07:59 AM,T8,PL92,1,Egypt
1004061,4640,Japan Airlines,156029,0,2023-11-20,02:01 AM,T8,PL111,0,Saint Paul
1004062,4946,Scandinavian Airlines,339048,0,2023-12-09,08:46 AM,T3,PL79,0,Greensboro
1004063,8048,TAP Air Portugal,7868,0,2023-03-12,07:10 PM,T5,PL123,1,Kenya
1004064,5491,Copa Airlines,61693,1,2023-08-07,08:44 AM,T3,PL67,1,Ethiopia
1004065,9235,Virgin Atlantic,347209,1,2023-09-20,08:59 PM,T1,PL68,0,San Antonio
1004066,7249,EVA Air,414965,1,2023-05-03,12:07 AM,T1,PL163,0,Raleigh
1004067,4380,Air Canada,156099,0,2023-04-20,03:34 PM,T5,PL81,0,Sacramento
1004068,9771,British Airways,201351,1,2023-04-28,06:47 PM,T3,PL165,0,Knoxville
1004069,2143,Air New Zealand,36015,0,2023-03-19,12:01 PM,T7,PL64,1,Albania
1004070,4110,Air France,40968,1,2023-12-30,04:31 PM,T7,PL186,1,Botswana
1004071,6603,Scandinavian Airlines,244105,0,2023-10-31,07:50 PM,T6,PL24,0,Irvine
1004072,3977,Spirit Airlines,431072,0,2023-01-19,09:01 PM,T4,PL147,0,Chesapeake
1004073,3656,United Airlines,79132,1,2023-07-11,06:56 PM,T6,PL116,1,Mexico
1004074,7589,Turkish Airlines,363367,1,2023-01-22,09:05 AM,T4,PL33,0,Louisville
1004075,9678,American Airlines,86452,1,2023-10-03,06:41 AM,Miscellaneous,PL60,0,Grand Prairie
1004076,8645,Avianca,397301,1,2023-01-20,01:41 PM,T1,PL182,0,Madison
1004077,2716,Asiana Airlines,297564,0,2023-08-18,06:37 PM,T7,PL28,0,Oklahoma City
1004078,7165,British Airways,116740,0,2023-08-24,07:13 AM,T7,PL134,0,Fontana
1004079,5050,TAP Air Portugal,33,1,2023-07-12,02:17 AM,Imperial Terminal,PL75,0,Frisco
1004080,8136,LATAM Airlines,337764,0,2023-10-20,05:46 PM,TBIT,PL38,1,Ireland
1004081,6274,Qatar Airways,137465,0,2023-04-09,07:09 AM,T2,PL71,1,Philippines
1004082,7845,Hawaiian Airlines,32135,1,2023-07-25,01:36 AM,T7,PL50,1,Poland
1004083,8872,Air New Zealand,396418,0,2023-07-07,12:43 PM,T4,PL108,0,Albuquerque
1004084,1485,Copa Airlines,189822,0,2023-02-08,01:31 AM,T2,PL124,1,Kazakhstan
1004085,2117,Hawaiian Airlines,281527,0,2023-11-25,12:18 AM,T6,PL101,0,Riverside
1004086,3812,Fiji Airways,20,1,2023-05-19,04:08 PM,Miscellaneous,PL126,0,Bakersfield
1004087,1972,Etihad Airways,143,1,2023-11-02,04:22 AM,Imperial Terminal,PL167,0,Huntsville
1004088,6934,Copa Airlines,425854,1,2023-01-27,07:59 PM,T1,PL25,0,San Antonio
1004089,7858,Aeroflot,122887,0,2023-04-24,06:10 PM,Miscellaneous,PL199,0,Albuquerque
1004090,2556,Turkish Airlines,76661,0,2023-12-29,09:13 PM,T2,PL10,1,Dominica
1004091,5933,Fiji Airways,20911,0,2023-10-31,09:21 PM,T4,PL173,1,Palestine
1004092,2153,Copa Airlines,7797,1,2023-11-23,02:45 AM,T8,PL140,1,Lithuania
1004093,2964,British Airways,7941,1,2023-10-13,10:58 PM,T8,PL24,1,Mexico
1004094,7674,Thai Airways,307828,0,2023-07-16,04:05 AM,T5,PL147,0,Yonkers
1004095,5610,El Al,2560,0,2023-10-15,09:05 PM,TBIT,PL155,0,Cleveland
1004096,9823,Hawaiian Airlines,235748,0,2023-03-24,04:00 AM,T6,PL98,0,Gilbert
1004097,6669,Finnair,43582,1,2023-08-12,08:12 AM,T4,PL168,1,Saint Vincent and the Grenadines
1004098,1896,Allegiant Air,7,0,2023-06-19,11:33 PM,Miscellaneous,PL141,1,Cabo Verde
1004099,3658,WestJet,63694,1,2023-07-20,02:07 AM,T4,PL98,1,Germany
1004100,3486,American Airlines,167974,0,2023-05-18,02:06 AM,T8,PL9,0,Pittsburgh
1004101,9369,Alitalia,48809,0,2023-12-25,01:46 PM,T6,PL49,1,Kyrgyzstan
1004102,4188,Asiana Airlines,32629,1,2023-12-05,09:35 PM,T2,PL45,0,Tucson
1004103,6125,EVA Air,60226,1,2023-01-31,03:59 AM,T7,PL45,1,Azerbaijan
1004104,9266,Aeroflot,369683,1,2023-11-17,06:12 AM,TBIT,PL175,1,Ivory Coast
1004105,3626,JetBlue Airways,127353,1,2023-04-14,12:40 PM,T8,PL121,0,Norfolk
1004106,8234,Air India,52820,1,2023-01-27,09:25 PM,T3,PL95,1,Guatemala
1004107,8011,Aeromexico,211470,0,2023-02-21,01:18 PM,T6,PL102,0,Memphis
1004108,6406,Scandinavian Airlines,143662,0,2023-12-23,06:06 AM,T8,PL137,0,Glendale
1004109,4229,Copa Airlines,353237,0,2023-02-25,08:33 PM,TBIT,PL45,1,Cuba
1004110,6952,American Airlines,72383,1,2023-10-02,04:10 PM,T6,PL27,1,Ivory Coast
1004111,2734,United Airlines,61556,1,2023-08-28,05:16 AM,T3,PL171,1,Italy
1004112,7304,Turkish Airlines,3724,0,2023-07-12,01:06 PM,T5,PL96,1,Estonia
1004113,8841,Aeroflot,181092,1,2023-09-04,04:23 AM,T3,PL37,0,Indianapolis
1004114,1187,British Airways,756293,1,2023-03-24,10:43 PM,TBIT,PL26,1,Jordan
1004115,3818,Aeromexico,153,0,2023-09-08,01:51 AM,Miscellaneous,PL8,0,Atlanta
1004116,2119,Fiji Airways,8590,1,2023-04-28,12:08 PM,T6,PL147,1,Italy
1004117,7653,Hawaiian Airlines,3164,1,2023-07-02,04:48 PM,TBIT,PL15,0,Detroit
1004118,5181,Alaska Airlines,32564,0,2023-11-07,03:37 AM,T3,PL71,1,Bangladesh
1004119,4764,Hawaiian Airlines,298877,0,2023-03-29,08:40 PM,T4,PL170,0,Tucson
1004120,1854,TAP Air Portugal,326752,0,2023-05-01,10:24 PM,T3,PL152,0,Chula Vista
1004121,6112,Etihad Airways,63535,0,2023-09-28,06:02 AM,T5,PL151,1,Kuwait
1004122,2936,Philippine Airlines,105009,0,2023-05-23,04:08 AM,T2,PL169,1,Guinea
1004123,1986,JetBlue Airways,63326,0,2023-07-17,05:17 AM,T7,PL161,1,Comoros
1004124,2241,American Airlines,354639,1,2023-07-08,01:28 PM,T5,PL108,0,Minneapolis
1004125,2230,Turkish Airlines,8449,1,2023-12-14,10:47 PM,T8,PL163,1,Romania
1004126,1127,Hawaiian Airlines,413813,1,2023-07-29,08:31 AM,T5,PL192,0,Anaheim
1004127,8889,British Airways,3565,0,2023-12-04,03:04 AM,T8,PL179,1,Iran
1004128,1674,Fiji Airways,371189,0,2023-11-07,06:44 PM,T1,PL168,0,Amarillo
1004129,4212,Virgin Atlantic,113067,1,2023-09-30,05:59 AM,T4,PL42,0,Lexington
1004130,9788,China Airlines,2953,0,2023-09-21,01:53 AM,Miscellaneous,PL187,0,Tucson
1004131,8660,Qatar Airways,3212,1,2023-10-19,06:12 AM,Miscellaneous,PL198,0,El Paso
1004132,6902,American Airlines,287854,1,2023-11-21,03:00 AM,T6,PL159,0,Amarillo
1004133,8122,Aeromexico,12226,0,2023-12-06,11:00 PM,T5,PL10,1,Senegal
1004134,5603,Air Canada,5887,0,2023-10-26,02:45 AM,Miscellaneous,PL143,1,Barbados
1004135,2112,Singapore Airlines,103489,0,2023-11-04,08:17 PM,T8,PL181,0,Saint Paul
1004136,6190,Swiss International Air Lines,123058,1,2023-11-13,09:31 PM,T8,PL157,0,El Paso
1004137,9099,Saudia,225102,0,2023-07-03,01:02 AM,T7,PL22,0,Columbus
1004138,1260,Singapore Airlines,482280,0,2023-03-06,10:22 PM,TBIT,PL191,1,Saint Lucia
1004139,2960,Qantas,364016,0,2023-11-04,04:31 PM,T6,PL94,0,Raleigh
1004140,1161,Korean Air,259507,1,2023-06-20,04:12 PM,T6,PL91,0,Richmond
1004141,8211,Turkish Airlines,366410,0,2023-03-09,06:30 AM,T1,PL158,0,Norfolk
1004142,5998,Air Canada,120,1,2023-12-15,03:46 AM,Miscellaneous,PL6,0,Irvine
1004143,6246,Philippine Airlines,381741,1,2023-06-24,09:17 AM,TBIT,PL26,1,Niger
1004144,5631,Aeromexico,29328,0,2023-08-22,08:41 AM,T5,PL85,1,Belarus
1004145,5356,Air Canada,39996,1,2023-09-05,03:15 PM,T7,PL187,1,Afghanistan
1004146,6173,Alitalia,561,1,2023-01-26,10:00 AM,T1,PL24,1,Saint Vincent and the Grenadines
1004147,3230,Qantas,29237,1,2023-07-26,02:07 PM,T5,PL158,1,Dominican Republic
1004148,9276,Scandinavian Airlines,157890,0,2023-08-22,07:59 PM,T7,PL127,0,Columbus
1004149,1755,American Airlines,143695,0,2023-04-10,06:08 AM,T8,PL144,0,Boise
1004150,4390,Swiss International Air Lines,4615,1,2023-10-20,08:47 PM,T8,PL156,1,Argentina
1004151,1965,Japan Airlines,3110,0,2023-04-08,12:32 AM,T8,PL128,1,Palestine
1004152,5151,Iberia,472675,1,2023-02-23,05:45 AM,T1,PL82,0,Charlotte
1004153,1500,Japan Airlines,347984,0,2023-12-05,10:19 PM,T1,PL46,0,Overland Park
1004154,9515,Air France,292,1,2023-03-19,07:23 PM,Imperial Terminal,PL190,0,Modesto
1004155,6947,Turkish Airlines,426571,0,2023-01-30,08:44 AM,T4,PL106,0,New York City
1004156,4671,Swiss International Air Lines,7016,0,2023-09-27,11:54 AM,TBIT,PL163,0,Philadelphia
1004157,8289,Alitalia,44551,0,2023-07-30,07:20 PM,T4,PL51,1,Eritrea
1004158,9659,Fiji Airways,33022,0,2023-10-10,10:56 PM,T7,PL150,1,Argentina
1004159,4673,Qatar Airways,21501,1,2023-05-31,12:11 PM,T5,PL105,1,India
1004160,6896,Norwegian Air Shuttle,1304,1,2023-04-01,11:53 AM,TBIT,PL106,0,Memphis
1004161,6969,Fiji Airways,15704,1,2023-10-29,04:49 PM,T5,PL147,1,Kosovo
1004162,8076,Saudia,350093,1,2023-01-11,12:34 AM,T4,PL143,0,Cincinnati
1004163,5696,LATAM Airlines,427937,1,2023-12-17,04:00 PM,T1,PL170,0,Scottsdale
1004164,6641,Korean Air,83989,0,2023-07-03,04:26 AM,Miscellaneous,PL22,0,Fremont
1004165,7740,Emirates,118142,1,2023-12-28,10:38 AM,Miscellaneous,PL29,0,Denver
1004166,4713,Thai Airways,278,1,2023-11-26,01:42 PM,Miscellaneous,PL110,0,Columbus
1004167,8756,Copa Airlines,393077,1,2023-02-22,08:05 PM,T1,PL26,0,Fort Worth
1004168,3187,Air France,28789,0,2023-10-04,04:30 PM,T5,PL119,1,Nicaragua
1004169,8920,Iberia,298378,0,2023-11-23,05:37 AM,T7,PL182,0,Honolulu
1004170,3115,Philippine Airlines,8183,0,2023-05-12,04:55 AM,T6,PL196,1,Paraguay
1004171,8890,Thai Airways,219531,0,2023-05-11,12:28 PM,T2,PL88,1,Colombia
1004172,4138,American Airlines,263352,0,2023-08-24,06:55 AM,T5,PL73,0,Nashville
1004173,2981,Avianca,190187,1,2023-08-24,10:23 AM,T2,PL96,1,Chad
1004174,2214,Asiana Airlines,192850,0,2023-05-14,01:22 PM,T2,PL74,1,Bhutan
1004175,4986,Hawaiian Airlines,3590,1,2023-10-31,07:36 AM,T6,PL38,1,Botswana
1004176,9288,Qatar Airways,333,1,2023-11-16,06:09 AM,T1,PL72,1,Panama
1004177,1153,Asiana Airlines,78873,1,2023-03-12,08:51 AM,Miscellaneous,PL60,0,Anaheim
1004178,8554,Copa Airlines,228992,0,2023-10-15,04:24 PM,T3,PL61,0,Baton Rouge
1004179,3117,EVA Air,49805,1,2023-07-17,10:22 PM,T4,PL18,1,Montenegro
1004180,6178,Alaska Airlines,42209,1,2023-01-03,03:36 AM,T5,PL71,1,Honduras
1004181,6286,Emirates,2535,1,2023-04-23,05:44 PM,T8,PL76,1,Cuba
1004182,7431,Airlines,18090,0,2023-09-09,09:55 PM,T7,PL171,1,Madagascar
1004183,8115,American Airlines,116749,1,2023-08-27,08:38 AM,T8,PL173,0,Oakland
1004184,4415,Qantas,413534,1,2023-07-02,11:02 AM,T4,PL53,0,Yonkers
1004185,2787,JetBlue Airways,198128,0,2023-04-03,09:44 PM,T2,PL109,1,Russia
1004186,2455,Finnair,15450,0,2023-09-25,11:29 AM,T5,PL14,1,Bhutan
1004187,1302,Cathay Pacific,8781,1,2023-09-11,01:14 PM,T8,PL131,1,Algeria
1004188,7701,Alaska Airlines,473113,1,2023-01-07,04:39 AM,TBIT,PL73,1,Laos
1004189,5431,Saudia,134076,1,2023-05-07,10:42 PM,T6,PL123,1,Libya
1004190,6094,TAP Air Portugal,237382,0,2023-10-18,04:14 PM,T5,PL196,0,El Paso
1004191,6951,Virgin Atlantic,7582,0,2023-10-13,04:13 PM,T4,PL158,1,Madagascar
1004192,2965,Korean Air,128049,0,2023-04-26,06:55 AM,T8,PL13,0,Scottsdale
1004193,6516,Virgin Atlantic,138519,0,2023-04-30,02:42 PM,T8,PL27,0,Des Moines
1004194,3790,American Airlines,7235,0,2023-08-21,04:45 PM,TBIT,PL160,0,Louisville
1004195,5081,British Airways,6368,0,2023-01-04,02:44 AM,TBIT,PL32,0,Richmond
1004196,3954,EVA Air,30456,1,2023-06-05,12:24 PM,T5,PL177,1,Canada
1004197,3382,WestJet,410940,0,2023-05-08,11:08 AM,TBIT,PL12,1,Armenia
1004198,7392,Korean Air,209391,0,2023-07-13,05:50 PM,T3,PL144,0,Tucson
1004199,3437,LATAM Airlines,69988,1,2023-03-29,06:10 PM,T6,PL148,1,Afghanistan
1004200,3124,Turkish Airlines,8,1,2023-09-25,10:06 PM,Miscellaneous,PL110,1,Italy
1004201,5549,Etihad Airways,255800,1,2023-04-05,06:58 AM,T6,PL40,0,Charlotte
1004202,8748,Norwegian Air Shuttle,0,0,2023-12-28,11:16 AM,T3,PL116,1,Qatar
1004203,3038,Copa Airlines,68324,0,2023-06-08,06:05 PM,T7,PL37,1,Ethiopia
1004204,8697,EVA Air,238217,0,2023-07-12,03:45 PM,T6,PL52,0,Laredo
1004205,2827,Philippine Airlines,406204,0,2023-10-30,03:17 PM,T1,PL135,0,El Paso
1004206,3470,Swiss International Air Lines,183561,1,2023-05-20,09:13 AM,T2,PL171,0,Stockton
1004207,3538,Air India,594,1,2023-11-20,07:48 PM,T4,PL125,1,Panama
1004208,3319,Alitalia,100715,1,2023-01-09,12:44 PM,Miscellaneous,PL181,0,Madison
1004209,7588,American Airlines,59071,0,2023-05-30,03:11 PM,T7,PL166,1,Iceland
1004210,9097,Frontier Airlines,326742,1,2023-01-06,06:49 AM,T7,PL60,0,Irvine
1004211,3736,Turkish Airlines,48278,0,2023-07-31,10:33 AM,T4,PL186,1,Australia
1004212,6816,Turkish Airlines,29875,1,2023-05-19,11:02 AM,T2,PL87,0,Des Moines
1004213,6996,Emirates,8467,0,2023-08-11,02:17 PM,T5,PL83,1,San Marino
1004214,6085,Southwest Airlines,59460,0,2023-06-16,10:47 AM,T5,PL55,1,Belarus
1004215,4952,Frontier Airlines,529494,0,2023-04-01,03:24 PM,TBIT,PL152,1,Kiribati
1004216,9193,LATAM Airlines,6854,0,2023-04-12,12:25 PM,T8,PL97,1,Malaysia
1004217,9433,LATAM Airlines,20845,0,2023-06-20,08:11 PM,T5,PL164,1,Iraq
1004218,2339,China Airlines,31177,1,2023-04-05,09:11 PM,T2,PL190,0,Grand Rapids
1004219,5690,Air China,792,0,2023-09-05,01:58 AM,Miscellaneous,PL112,0,Oceanside
1004220,8144,China Airlines,202139,1,2023-09-08,06:08 AM,T2,PL56,1,Belarus
1004221,2510,Cathay Pacific,382492,1,2023-10-09,10:38 PM,TBIT,PL57,1,Morocco
1004222,8266,Frontier Airlines,10830,0,2023-12-30,12:40 PM,T2,PL109,0,Memphis
1004223,1937,British Airways,390,1,2023-02-03,08:35 PM,T7,PL144,1,Paraguay
1004224,1041,Singapore Airlines,195645,1,2023-12-29,11:34 AM,T8,PL3,0,Montgomery
1004225,7060,Philippine Airlines,380670,0,2023-01-31,05:27 AM,T1,PL159,0,Santa Rosa
1004226,4669,Scandinavian Airlines,47,1,2023-06-06,01:27 AM,Imperial Terminal,PL47,0,Irving
1004227,6687,Allegiant Air,28558,1,2023-08-05,02:13 AM,TBIT,PL124,0,Garland
1004228,2568,Air New Zealand,279060,1,2023-05-18,06:23 PM,T7,PL198,0,Seattle
1004229,9220,Alaska Airlines,242408,1,2023-04-22,03:22 PM,T3,PL76,0,Montgomery
1004230,9138,Air China,266711,0,2023-12-26,01:16 PM,T6,PL138,0,Cincinnati
1004231,2802,Thai Airways,235356,0,2023-12-16,07:03 PM,T3,PL35,0,Huntsville
1004232,4917,Asiana Airlines,2104,0,2023-05-30,11:53 AM,T8,PL97,1,Italy
1004233,1281,Air India,189425,1,2023-08-14,06:28 AM,T2,PL18,1,Armenia
1004234,7998,Alaska Airlines,400349,1,2023-03-10,12:25 AM,T1,PL3,0,Austin
1004235,4125,China Airlines,22385,1,2023-03-30,10:20 AM,T2,PL159,0,Kansas City
1004236,5737,Thai Airways,283499,0,2023-01-18,10:48 AM,T7,PL118,0,El Paso
1004237,5269,American Airlines,343448,1,2023-11-03,03:59 PM,TBIT,PL145,1,Nepal
1004238,8266,WestJet,192558,1,2023-08-02,02:56 PM,T8,PL65,0,Frisco
1004239,3818,Air China,254019,1,2023-02-09,07:47 PM,T3,PL109,0,Anaheim
1004240,7830,Etihad Airways,153777,1,2023-12-16,12:03 PM,T8,PL56,0,Birmingham
1004241,6326,Asiana Airlines,429669,0,2023-07-03,08:24 PM,T1,PL173,0,Omaha
1004242,4533,Avianca,381757,0,2023-10-07,03:22 AM,T5,PL112,0,Rochester
1004243,3277,Etihad Airways,159,0,2023-12-17,10:14 AM,Imperial Terminal,PL34,0,Tempe
1004244,8928,Aeromexico,40280,1,2023-10-16,05:21 AM,T7,PL124,1,Colombia
1004245,5844,Qatar Airways,162928,1,2023-01-21,07:40 AM,T3,PL36,0,Washington
1004246,4161,LATAM Airlines,132960,1,2023-06-30,12:33 AM,T5,PL145,0,Jackson
1004247,9619,British Airways,383371,1,2023-07-12,06:29 PM,T4,PL79,0,Riverside
1004248,8741,Spirit Airlines,49518,1,2023-05-20,09:42 PM,T4,PL52,1,Mali
1004249,7942,Swiss International Air Lines,206400,0,2023-12-18,03:24 PM,T2,PL78,1,Latvia
1004250,6677,Iberia,25626,0,2023-08-16,08:09 AM,T4,PL111,1,Kosovo
1004251,7635,Cathay Pacific,412089,0,2023-09-02,09:51 PM,T4,PL159,0,Long Beach
1004252,8898,Qantas,252902,0,2023-02-02,05:38 PM,T7,PL78,0,Madison
1004253,9336,JetBlue Airways,52469,1,2023-09-20,06:01 AM,T3,PL143,1,Bosnia and Herzegovina
1004254,6821,Virgin Atlantic,369370,1,2023-06-21,05:16 PM,T4,PL81,0,Houston
1004255,3348,Aeromexico,239806,1,2023-12-29,11:07 PM,T2,PL161,0,Cleveland
1004256,4282,Copa Airlines,4201,0,2023-05-30,03:33 PM,Miscellaneous,PL173,1,Mauritius
1004257,8859,TAP Air Portugal,5230,0,2023-02-06,08:50 PM,T8,PL63,1,Honduras
1004258,1240,WestJet,50365,1,2023-06-22,07:39 AM,T4,PL59,1,El Salvador
1004259,3751,TAP Air Portugal,157463,0,2023-11-12,10:26 AM,T8,PL60,0,Winston-Salem
1004260,7781,Turkish Airlines,124454,1,2023-10-14,03:56 PM,T8,PL102,0,Boise
1004261,3889,LATAM Airlines,26613,1,2023-05-24,01:42 PM,T7,PL185,1,China
1004262,4440,Volaris,77235,1,2023-07-27,07:38 PM,T6,PL54,1,Romania
1004263,6107,Aeromexico,1990,0,2023-05-07,09:17 PM,T6,PL55,1,Austria
1004264,7411,JetBlue Airways,342864,1,2023-01-21,09:20 AM,T2,PL105,0,Newark
1004265,4732,Air France,19381,1,2023-08-10,09:55 PM,T6,PL97,1,Nicaragua
1004266,4241,Spirit Airlines,98255,0,2023-06-07,09:51 AM,T8,PL107,0,Spokane
1004267,9229,Air Canada,9389,1,2023-10-09,03:07 PM,TBIT,PL142,0,Long Beach
1004268,1350,Lufthansa,411376,1,2023-04-22,04:49 PM,T1,PL102,0,Irving
1004269,4563,China Airlines,188183,0,2023-04-05,03:20 PM,T2,PL95,1,Saint Kitts and Nevis
1004270,6655,Fiji Airways,20663,0,2023-11-22,05:51 PM,T3,PL91,1,Algeria
1004271,7471,JetBlue Airways,111309,1,2023-06-02,01:31 PM,T8,PL159,0,Atlanta
1004272,1423,Lufthansa,1785,0,2023-12-04,12:56 PM,T8,PL159,1,El Salvador
1004273,5885,Asiana Airlines,204714,0,2023-08-03,11:59 AM,T5,PL142,0,Corpus Christi
1004274,6767,Aeroflot,338872,0,2023-02-13,08:30 PM,T5,PL2,0,Buffalo
1004275,2789,Cathay Pacific,377784,1,2023-03-30,11:16 PM,T1,PL164,0,Oklahoma City
1004276,3209,Turkish Airlines,453595,1,2023-09-03,04:12 AM,T5,PL149,0,Phoenix
1004277,3567,Cathay Pacific,21810,1,2023-08-28,08:55 AM,TBIT,PL162,0,Miami
1004278,9977,Southwest Airlines,193139,1,2023-11-11,03:35 AM,T5,PL87,0,Milwaukee
1004279,1131,Spirit Airlines,221306,1,2023-04-29,01:59 AM,T6,PL38,0,Chicago
1004280,4026,Finnair,31565,1,2023-01-26,06:23 AM,TBIT,PL27,1,Azerbaijan
1004281,6469,Air Canada,73090,0,2023-04-13,09:43 AM,T7,PL52,1,Mauritius
1004282,9679,JetBlue Airways,36677,1,2023-12-05,03:36 PM,T4,PL92,1,Kyrgyzstan
1004283,7546,Virgin Atlantic,364573,0,2023-03-09,11:37 AM,TBIT,PL153,1,Saint Lucia
1004284,1730,Alaska Airlines,326230,0,2023-12-18,12:19 PM,T7,PL199,0,Fayetteville
1004285,6302,Singapore Airlines,25285,0,2023-03-19,04:19 AM,T4,PL112,1,Bahrain
1004286,3264,Finnair,42358,1,2023-04-24,07:17 PM,T3,PL186,1,Botswana
1004287,1924,EVA Air,20482,1,2023-01-20,10:52 PM,TBIT,PL170,0,Tampa
1004288,4409,Scandinavian Airlines,610311,0,2023-04-25,06:26 PM,TBIT,PL39,1,San Marino
1004289,2886,Air Canada,278438,1,2023-08-27,10:49 PM,T6,PL53,0,Augusta
1004290,5148,Qantas,379258,1,2023-11-01,08:31 AM,T4,PL150,0,Honolulu
1004291,6931,Philippine Airlines,9037,1,2023-08-02,05:12 AM,T1,PL118,1,Haiti
